Quiz ID	Question Number	Question	Answer Choice A	Answer Choice B	Answer Choice C	Num Answered A	Num Answered B	Num Answered C	Correct Answer	Theme Question	Notes
c1b9d195-e023-488e-a536-4a19841db5cc	11	Which of these does NOT appear on Mexico's coat of arms?	Snake	Cactus	Sword	125	618	544	C		
c1b9d195-e023-488e-a536-4a19841db5cc	12	Which Shakespeare character speaks the last line in their play?	Timon of Athens	Othello	Cymbeline	153	314	108	C		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	1	Which of these can you travel to by train?	Saturn's rings	Earth's core	Chicago Union Station	6272	7884	989976	C		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	2	Tuna fish is usually sold in supermarkets in which container?	2-liter bottle	Metal can	Burlap sack	6384	957679	14190	B		1666 people answered a blank Answer D
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	3	What dystopian novel begins "It was a bright cold day in April, and the clocks were striking thirteen"?	A Clockwork Orange	1984	Fahrenheit 451	368223	321901	215979	B		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	4	Which state's capital has the most words in it?	Utah	Nevada	New Jersey	150976	80179	90354	A		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	5	Which hair clip is used commonly used to give hair the appearance of a horse's mane?	Banana clip	Rainbow clip	Butterfly clip	61127	12856	76352	A		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	6	Mental nerve neuropathy causes numbness where?	Tongue	Ears	Chin	33300	16008	12159	C		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	7	For the UK version of "Teenage Mutant Ninja Turtles," what title word was changed?	Mutant	Ninja	Teenage	5358	2583	4883	B		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	8	More famous for his adult material, which comedian recorded two bestselling children's albums?	Andrew "Dice" Clay	George Carlin	Cheech Marin	544	1318	941	C		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	9	Mathematically speaking, what is the shape of St. Louis's Gateway Arch?	Parabola	Catenary	Hyperbola	683	122	183	B		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	10	According to legend, which yoga pose was inspired by a kidnapped queen?	Tree pose	Warrior pose	Lotus pose	60	22	82	A		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	11	The former Urban Invitational college baseball tournament is now named for a star of what team?	Montreal Expos	San Francisco Giants	Atlanta Braves	15	16	13	A		
d9b7179c-1d7c-481f-b022-72fa6d9f0cad	12	Which word appears in the names of four different UN-member states?	Saint	Islands	Guinea	6	9	7	C		
466c9a67-50b3-486f-be39-705ee179d0a7	1	Where are you most likely to buy a loaf of bread?	Bakery	Knavery	Chicanery	1048940	2186	1146	A		
466c9a67-50b3-486f-be39-705ee179d0a7	2	How is a screwdriver most commonly used?	Squeezing	Twisting	Pounding	7629	1027328	3814	B		
466c9a67-50b3-486f-be39-705ee179d0a7	3	What was the name of SpaceX's rocker that launched earlier this month carrying a Tesla automobile?	Condor Light	Falcon Heavy	Hawk Bright	182063	645153	138525	B		
466c9a67-50b3-486f-be39-705ee179d0a7	4	Which of these establishments is NOT part of Philadelphia's great cheesesteak rivalry?	Geno's	Pat's	Benjy's	116710	130326	384210	C		
466c9a67-50b3-486f-be39-705ee179d0a7	5	In the old days of broadcast television, a channel was either UHF or what?	VHF	VHS	VHQ	236396	86407	44971	A		
466c9a67-50b3-486f-be39-705ee179d0a7	6	The Winter Olympian with the most medals competes in which event?	Cross country skiing	Biathlon	Luge	117035	83390	31855	A	TRUE	
466c9a67-50b3-486f-be39-705ee179d0a7	7	Which Robin Williams movie is based on a novel?	Dead Poets Society	Mrs. Doubtfire	Good Morning, Vietnam	38549	4859	11994	B		
466c9a67-50b3-486f-be39-705ee179d0a7	8	Who was the first African-American to win a Pulitzer Prize?	Gwendolyn Brooks	Zora Neale Hurston	Alice Walker	3445	4612	4737	A		
466c9a67-50b3-486f-be39-705ee179d0a7	9	Which rock band recorded consecutive albums named after 1930s comedy movies?	The Doors	Queen	Pink Floyd	1363	1174	1128	B		
466c9a67-50b3-486f-be39-705ee179d0a7	10	Which company was the first corporate sponsor of the Olympics?	Oxo	Coca-Cola	Nestlé	142	758	392	A		
466c9a67-50b3-486f-be39-705ee179d0a7	11	The Bread and Puppet Theater gained national prominence for its reaction to what?	Roaring Twenties	Great Depression	Vietnam War	31	95	60	C		
466c9a67-50b3-486f-be39-705ee179d0a7	12	Music duo Savage Garden is named after a phrase by what author?	Stephen King	H.P. Lovecraft	Anne Rice	7	31	22	C		
d52995a4-701e-4059-9fbb-12da3992d1e8	1	Blackbeard and Long John Silver are both names of what?	Supreme court justices	Killer robots	Pirates	32453	17533	1732693	C		
d52995a4-701e-4059-9fbb-12da3992d1e8	2	The bar exam is generally taken after you graduate from what?	Law school	Puppy training	Clown college	1693757	8261	9044	A		
d52995a4-701e-4059-9fbb-12da3992d1e8	3	The phrase "cul-de-sac" literally means what?	Top of the peak	End of the line	Bottom of the bag	98889	1100416	447290	C		
d52995a4-701e-4059-9fbb-12da3992d1e8	4	The Olympic flame is said to be a reference to what mythical figure?	Prometheus	Icarus	Odysseus	240850	132739	109955	A	TRUE	
d52995a4-701e-4059-9fbb-12da3992d1e8	5	Jacksonville State University is in the same state as which school?	Auburn University	University of Miami	Emory University	50261	163917	31967	A		
d52995a4-701e-4059-9fbb-12da3992d1e8	6	Which French culinary term refers to a knife cut?	Vichyssoise	Brunoise	Bavaroise	14248	25189	17908	B		
d52995a4-701e-4059-9fbb-12da3992d1e8	7	The Devon School is heavily featured in a famous book by which author?	J.D. Salinger	William Faulkner	John Knowles	10090	6397	9655	C		
d52995a4-701e-4059-9fbb-12da3992d1e8	8	Which animal relies on a tomial tooth to attack prey?	Falcon	Rattlesnake	Vampire bat	3631	4011	2557	A		
d52995a4-701e-4059-9fbb-12da3992d1e8	9	Which of these U.S. rivers is the longest?	Tennessee	Arkansas	Ohio	812	1182	1867	B		
d52995a4-701e-4059-9fbb-12da3992d1e8	10	Which of these activities has been an Olympic event?	Juggling	Synchronized walking	Tug of war	134	264	902	C	TRUE	
d52995a4-701e-4059-9fbb-12da3992d1e8	11	What was the first animated film nominated for Worst Picture at the Golden Raspberry Awards?	The Emoji Movie	Eight Crazy Nights	Mars Needs Moms	428	212	228	A	TRUE	
d52995a4-701e-4059-9fbb-12da3992d1e8	12	What element gets its name from a sinister spirit of German folklore?	Nickel	Bismuth	Boron	172	188	95	A		
d52995a4-701e-4059-9fbb-12da3992d1e8	13	The damage in which movie could be assessed with the Torino Scale?	Twister	Dante's Peak	Deep Impact	25	11	149	C		
d52995a4-701e-4059-9fbb-12da3992d1e8	14	Susan B. Anthony was arrested for voting in an election won by whom?	Abraham Lincoln	Rutherford B. Hayes	Ulysses S. Grant	14	99	37	C		
d52995a4-701e-4059-9fbb-12da3992d1e8	15	One of the Galápagos Islands is named for which revolutionary?	Simón Bolivar	Che Guevara	Guy Fawkes	14	16	38	C		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	1	Which of these is a common piece of advice from a dentist?	Flop around on your bed	Flunk out of school	Floss	4199	3692	758611	C		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	2	The mother of your father is what relation to you?	Grandmother	Grandfather	Granny Smith apple	713422	31123	792	A		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	3	The components required for a fire to burn are typically illustrated with which shape?	Triangle	Trapezoid	Pentagon	608780	45541	36760	A		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	4	By definition, which of these would an herbivore eat?	Tabbouleh	Kibbeh	Shawarma	305268	178229	114714	A		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	5	The metric unit for what scientific value is also the name of a rental car chain?	Magnetic flux	Resistance	Frequency	30815	81993	185187	C		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	6	Which Jim Carrey movie was released the same year Netflix was founded?	Bruce Almighty	Liar Liar	The Mask	107440	46851	31370	B		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	7	Whose poem inspired a Rush song, "Twilight Zone" episode, and Ray Bradbury story?	e.e. cummings	T.S. Eliot	Walt Whitman	14206	21367	13327	C		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	8	What is the name of the gene that determines the color of a Palomino horse?	Lactose	Cream	Milk	5839	6497	1639	B		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	9	Which game was almost pulled from the market before a late-night host saved it?	Jenga	Pictionary	Twister	1437	2622	2640	C		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	10	Set to dance at the Apollo Theater Amateur Night, who decided to sing at the last minute?	Ella Fitzgerald	Etta James	Billie Holiday	1118	746	856	A		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	11	Which of these Guinness World Record holders weighed the most?	Heaviest watermelon	Heaviest squash	Heaviest bag of rice	208	495	488	B		
3e1cfe46-2729-4057-9fe2-0f361a5f23a7	12	Which of these foods is NOT mentioned in Train's hit song "Drops of Jupiter"?	Deep-fried chicken	Soy latte	Chicken pot pie	98	191	231	C		
c25e4f27-3c3f-4669-a863-50f4d00efba2	1	Cheese is traditionally considered part of what food group?	Tropical fruits	Dairy	Sushi delivery orders	7985	1105045	12901	B		
c25e4f27-3c3f-4669-a863-50f4d00efba2	2	What 1930s movie monster famously climbed the Empire State Building?	King Kong	The Mummy	Dracula	1088507	3372	5689	A		
c25e4f27-3c3f-4669-a863-50f4d00efba2	3	Which of these words is NOT a synonym for a fight?	Galumph	Fracas	Donnybrook	382150	200944	474994	A		
c25e4f27-3c3f-4669-a863-50f4d00efba2	4	The two sides of a coin are technically called what?	Advert / Convert	Prefix / Suffix	Obverse / Reverse	109363	14308	260547	C		
c25e4f27-3c3f-4669-a863-50f4d00efba2	5	What is the direct object in the sentence: "Your cousin stole my sandwich"?	Cousin	You	Sandwich	52804	15875	189706	C		
c25e4f27-3c3f-4669-a863-50f4d00efba2	6	Which Denzel Washington movie was based on a Pulitzer Prize-winning play?	Fences	Devil in a Blue Dress	Philadelphia	21301	7661	17055	A		
c25e4f27-3c3f-4669-a863-50f4d00efba2	7	What nickname was given to New York City's 28th Street between Fifth and Sixth Avenues?	Five Points	Diamond District	Tin Pan Alley	14237	42158	29075	C		
c25e4f27-3c3f-4669-a863-50f4d00efba2	8	What 20th-century comic strip spun off a theme park in Arkansas?	Li'l Abner	Pogo	Peanuts	16252	6035	8010	A		
c25e4f27-3c3f-4669-a863-50f4d00efba2	9	What kind of song likely gets its name from the French word for "sing"?	Sea shanty	Power ballad	Christmas carol	6209	4576	5507	A		
c25e4f27-3c3f-4669-a863-50f4d00efba2	10	The director of HBO's "The Jinx" co-founded what company?	The Smoking Gun	Ancestry.com	Moviefone	2358	1594	2462	C		
c25e4f27-3c3f-4669-a863-50f4d00efba2	11	Which nation's capital is right on the shore of the Caspian Sea?	Turkmenistan	Iran	Azerbaijan	834	366	1348	C		
c25e4f27-3c3f-4669-a863-50f4d00efba2	12	In classic literature, which of these comes right after the Telemachiad and the Odyssey?	The Iliad	The Nostos	The Telegony	834	242	275	B		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	1	Which of these animals has gills?	Goldfish	Golden retriever	Jeff Goldblum	726625	4837	2063	A		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	2	Which activity is part of a typical Iron Man triathlon?	Running	Rage-quitting	Robot dancing	688366	7729	20377	A		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	3	Which of these countries is located on the Iberian Peninsula?	Spain	Mexico	Chile	431676	38051	206115	A		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	4	Which of these values is used to calculate your BMI?	Height	Waist circumference	Blood pressure	314778	78316	35715	A		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	5	Which Harrison Ford movie is NOT based on a Tom Clancy novel?	Air Force One	Patriot Games	Clear and Present Danger	178102	73780	55085	A		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	6	Who is the oldest player to lead the NBA in rebounding?	Shaquille O'Neal	Charles Barkley	Dennis Rodman	48718	61380	68049	C		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	7	Which company was once kept afloat by the founder's gambling?	T-Mobile	Virgin	FedEx	10350	45147	13947	C		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	8	The book "All the King's Men" is based on a governor from which state?	Louisiana	Alabama	Texas	7362	5115	2420	A		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	9	Which American Girl doll does NOT have teeth showing?	Kaya	Addy	Kirsten	2424	3098	2028	A		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	10	Which iconic work of Renaissance art was completed first?	Michelangelo's David	The Last Supper mural	The Birth of Venus	527	619	1438	C		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	11	In the 1930s, which of these companies developed sunglasses for the U.S. military?	Sears Optical	Bausch & Lamb	Eastman Kodak	379	585	468	B		
dec604ef-7f84-4697-ab4e-f7ea84c6baab	12	In the classic 1971 film, Gene Wilder's Willy Wonka does NOT quote which author?	Oscar Wilde	Mark Twain	Ogden Nash	119	288	173	B		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	1	The time a baby spends lying on its stomach is commonly known as what?	Tummy time	Time to make the donuts	Vegas, baby, Vegas!!!	1082592	6549	3667	A		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	2	Which of these is the most common color for lab coats?	White	Pantone Midnight Navy	Rose gold	1063337	5386	5090	A		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	3	By definition, a hypoglycemic person would be most helped by which of these?	Hot bath	Orange juice	Long walk	126405	846143	67074	B		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	4	The shore of Utah's Great Salt Lake is home to a famous piece of what kind of art?	Replica cave painting	Earthwork sculpture	Large-scale watercolor	224969	340095	208575	B		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	5	The core of a No. 2 pencil consists mainly of clay plus what chemical element?	Carbon	Lead	Tungsten	167845	161988	14574	A		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	6	Pope Clement VIII officially sanctioned the drinking of what?	Wine	Gin	Coffee	73168	22187	73853	C		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	7	Which golfer shares his nickname with the symbol of a major California university?	Greg Norman	Byron Nelson	Jack Nicklaus	18070	16248	40185	C		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	8	Which creature is known for being poisonous, as opposed to venomous?	Pickerel frog	Box jellyfish	Black mamba	21483	15451	3399	A		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	9	Which of these songs did NOT appear on the Backstreet Boys album "Millennium"?	Larger Than Life	I Want It That Way	As Long As You Love Me	7608	5070	8975	C		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	10	Physicist Stephen Hawking's Breakthrough Initiatives project is focused on what?	Alien life	Time travel	Artificial intelligence	1367	4409	3559	A		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	11	Which of these is NOT a real part of a sewing machine?	Lapse knob	Throat plate	Feed dog	774	437	466	A		
95d7fb95-98bf-4aca-baef-ba6f8a82e261	12	In which state must sellers of a "haunted" house legally disclose that it's haunted?	New York	Massachussetts	California	270	409	125	A		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	1	Before voicemail, what was used to record messages from missed phone calls?	Answering machine	Washing machine	Rage Against the Machine	647936	2408	1307	A		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	2	Marie Antoinette is infamous for allegedly saying, "Let them eat" what?	Bone broth	Cake	Cronuts	23615	597909	15553	B		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	3	Thanks to a classic poem, which of these birds symbolizes a burden?	Blue jay	Magpie	Albatross	167968	151581	266379	C		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	4	What did Ivan Pavlov famously condition his dogs to do?	Sit	Bark	Salivate	32714	30056	200679	C		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	5	Which of these words is a real weather phenomenon?	Starbow	Nightbow	Moonbow	44981	31032	121525	C		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	6	The founder of Sriracha was born under what Vietnamese zodiac sign?	Rooster	Ox	Dragon	87061	11457	22018	A		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	7	Wyatt Earp has NOT been played by which of these actors?	Patrick Swayze	Kurt Russell	Kevin Costner	56264	14651	15219	A		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	8	The key ingredient that gives "golden lattes" their color is native to which country?	India	Turkey	Spain	28787	18617	8167	A		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	9	Which of these countries first permanently stopped minting the penny?	United Kingdom	Canada	Australia	7678	13211	7598	C		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	10	Which NFL team inscribed its name in diamonds on its Super Bowl rings?	Rams	Patriots	Cowboys	1630	2526	3359	A		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	11	Which actor has a daughter who became British nobility?	Tony Curtis	Patrick Stewart	Gerard Deprardieu	625	593	387	A		
9c3b3dbd-afc8-490d-834c-fd58eccb21cf	12	In '90s South Korea, which game would you have played on the Super Aladdin Boy?	Crash Bandicoot	Super Mario World	Sonic the Hedgehog	148	129	313	C		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	1	As your coach might tell you, there's no "i" in which of these?	Team	Minivan	Baked ziti	1001785	5229	2496	A		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	2	What color is the outside of a typical American school bus?	Blue velvet	Purple rain	Yellow	2226	2734	989549	C		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	3	What does the phrase "alma mater" literally translate to?	Seize the day	Nurturing mother	Favored institution	167099	359805	426813	B		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	4	Which of these numbers would be considered a good FICO credit score?	98	760	990	22753	286284	54471	B		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	5	Which city's NBA team name is also a term for male ballet dancers?	Cleveland	Boston	Milwaukee	111703	68671	85369	A		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	6	In professional bull riding, riders will NOT be disqualified for what?	Touching the bull	Letting go of the rope	Losing their hat	16630	12758	81746	C		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	7	Which of these words is an example of an isogram?	Redivider	Roentgenization	Regulations	44232	24154	12239	C		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	8	Who was the first person to win a Tony, Oscar and Emmy in one year?	Whoopi Goldberg	Rita Moreno	Bob Fosse	6059	4797	2684	C	TRUE	
09ce4c6f-7302-40c9-9331-446c2f7c3b96	9	In the Bible, what does God tell Moses to remove before approaching the burning bush?	Cloak	Hat	Footwear	809	89	2062	C		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	10	Which of these is the name of a Canadian equivalent Punxsutawney Phil?	Wiarton Willie	Québec Quentin	Saskatoon Samantha	829	519	675	A		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	11	What did the 21 stripes in the original Breton shirt represent?	Napoleon's victories	French seaside regions	Arrondissements in Paris	269	288	263	A		
09ce4c6f-7302-40c9-9331-446c2f7c3b96	12	Who famously wore J-Lo's iconic Grammys Versace dress before J-Lo did?	Madonna	Sharon Stone	Geri Halliwell	81	116	90	C		
e831425a-2fea-4ab6-86da-72100d92ed7c	1	At a bank, an ATM typically dispenses what?	Cash	Funny one-liners	Root beer	709754	1186	713	A		
e831425a-2fea-4ab6-86da-72100d92ed7c	2	A song from Disney's "Frozen" asks "Do You Want to Build a" What?	Snowman	Shoe store	Shrimp boat	698491	1198	986	A		
e831425a-2fea-4ab6-86da-72100d92ed7c	3	Which of these 4-letter words is a Southwestern necktie?	Bolo	Lobo	Koko	533319	128759	25895	A		
e831425a-2fea-4ab6-86da-72100d92ed7c	4	Which university has a mascot whose full first name is Buckingham?	University of Wisconsin	Indiana University	Ohio State University	141075	90847	284374	A		
e831425a-2fea-4ab6-86da-72100d92ed7c	5	Which of these television shows did NOT have a spin-off?	Eerie, Indiana	Baywatch	Boston Public	65179	35511	42345	C		
e831425a-2fea-4ab6-86da-72100d92ed7c	6	Mark Zuckerberg helped unveil which smartphone?	Google Nexus 3	Motorola Droid RAZR	HTC First	18675	11565	13177	C		
e831425a-2fea-4ab6-86da-72100d92ed7c	7	Which of these is NOT mentioned in Cardi B's hit song "Bodak Yellow"?	North Face	Yves Saint Laurent	Frosted Flakes	7611	2961	3104	A		
e831425a-2fea-4ab6-86da-72100d92ed7c	8	Which of these was the nickname of a real French monarch?	Charles the Bald	Charles the Odd	Charles the Rude	3008	2689	1993	A		
e831425a-2fea-4ab6-86da-72100d92ed7c	9	"See ya!" is the iconic home run call of what baseball announcer?	Vin Scully	Michael Kay	Harry Caray	1137	1327	691	B		
e831425a-2fea-4ab6-86da-72100d92ed7c	10	A healthy parathyroid gland is roughly the same color as a common type of what?	Mayonnaise	Mustard	Ketchup	395	770	207	B		
e831425a-2fea-4ab6-86da-72100d92ed7c	11	Which of these bank robbers was NEVER the FBI's "Public Enemy No. 1"?	Baby Face Nelson	Clyde Barrow	Pretty Boy Floyd	179	251	360	B		
e831425a-2fea-4ab6-86da-72100d92ed7c	12	The dance troupe featured in Radio City's Christmas Spectacular was originally from where?	Los Angeles	Chicago	St. Louis	23	113	143	C		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	1	As Ali Baba discovered, what password opened the den of the forty thieves?	Open sesame	Oh, snap	Let's get in formation	942613	20962	14300	A		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	2	Which of these is a system widely used to teach reading?	Wild histrionics	Microelectronics	Phonics	17763	35622	876562	C		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	3	Which of these animals can turn into a moth?	Maggot	Caterpillar	Centipede	168977	636961	56398	B		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	4	Which of these universities has the oldest marching band?	Notre Dame	Princeton	Harvard	304525	161533	160660	A		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	5	Around the world, which of these is NOT a common term for ziplining?	Flying fox	Foofy slide	Flid streak	32792	167355	80976	C		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	6	Which of these is a word used in dentistry?	Mesiodens	Tridentata	Dentifera	30835	31735	18869	A		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	7	What weather term describes ice crystals that seem to fall from a cloudless sky?	Flenches	Mares' tails	Diamond dust	4560	10605	15919	C		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	8	A town in West Texas is home to a permanent art installation depicting which of these?	Prada	Kleenex	Coca-Cola	3072	6211	6780	A		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	9	Which actor has NOT played Inspector Clouseau?	Michael Caine	Alan Arkin	Roger Moore	796	1202	1373	A		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	10	Which Canadian clothing brand was founded by Americans?	Aritzia	Lululemon	Roots	125	345	415	C		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	11	The boys who inspired "Peter Pan" were cousins of the author of what novel?	Rebecca	To the Lighthouse	The Portrait of a Lady	95	130	206	A		
31fb2b1e-e8b1-4917-9c1b-67c4e2164f66	12	Which classic toy was introduced before Vin Diesel was born?	Nerf ball	Guess Who?	Rock 'Em Sock 'Em Robots	34	32	47	C		
5a677f58-eeed-44f7-b924-dc8cf8105670	1	Into what is a typical school year divided?	Split peas	Slices	Semesters	4177	4402	675356	C		
5a677f58-eeed-44f7-b924-dc8cf8105670	2	Which of these is a type of hat?	Sombrero	Camembert	Stilton	658756	4247	4770	A		
5a677f58-eeed-44f7-b924-dc8cf8105670	3	Which tool is typically used to measure air pressure?	Barometer	Thermometer	Odometer	573038	13691	60978	A		
5a677f58-eeed-44f7-b924-dc8cf8105670	4	What is the term for software that is promised but is never actually released?	Vaporware	Ghostware	Neverware	111055	402304	48440	B		
5a677f58-eeed-44f7-b924-dc8cf8105670	5	Charles Dickens' character Miss Havisham is famous for wearing what?	Wedding dress	All black	Elaborate hats	25376	28404	60538	A		
5a677f58-eeed-44f7-b924-dc8cf8105670	6	Which of these is NOT a major tributary of the Nile River?	White nile	Black nile	Blue nile	7165	10840	7904	B		
5a677f58-eeed-44f7-b924-dc8cf8105670	7	Which of these is a current flavor of ICEE?	Blueberry	Boysenberry	Cranberry	7555	2045	1428	B		
5a677f58-eeed-44f7-b924-dc8cf8105670	8	Which of these classic movies was the first to make use of the "Steadicam"?	Rocky	Star Wars	Jaws	772	412	1225	A		
5a677f58-eeed-44f7-b924-dc8cf8105670	9	The law stating that "current equals voltage over resistance" is named for whom?	Joule	Ampère	Ohm	104	118	616	C		
5a677f58-eeed-44f7-b924-dc8cf8105670	10	Which of these comedians is famous for being a cruciverbalist?	Tina Fey	Dave Chappelle	Jon Stewart	142	224	250	C		
5a677f58-eeed-44f7-b924-dc8cf8105670	11	Which WWII battle took place in the Solomon Islands archipelago?	Battle of Midway	Battle of Guadalcanal	Battle of Tarawa	73	137	54	B		
5a677f58-eeed-44f7-b924-dc8cf8105670	12	Which artist did NOT perform at the event where Michael Jackson premiered the moonwalk?	Diana Ross	Mary Wells	Gladys Knight	44	49	53	C		
fca596ab-3551-4f58-a9d2-b446fb8977cb	1	How many eggs are in a dozen?	31.5 eggs	12 eggs	1 egg	1714	877202	1851	B		
fca596ab-3551-4f58-a9d2-b446fb8977cb	2	Who hosted the Academy Awards in 2017?	Judge Ito	Jimmy Kimmel	Stormy Daniels	3690	853736	10514	B		
fca596ab-3551-4f58-a9d2-b446fb8977cb	3	Which of these haircuts is shortest in length?	Bob	Pageboy	Pixie	143494	83769	612796	C		
fca596ab-3551-4f58-a9d2-b446fb8977cb	4	Who launched the first spacecraft to reach the lunar surface?	U.S.S.R.	China	United States	337891	28605	241068	A		
fca596ab-3551-4f58-a9d2-b446fb8977cb	5	Which of these countries has a national diet?	Vietnam	Sweden	Japan	66175	133781	136488	C		
fca596ab-3551-4f58-a9d2-b446fb8977cb	6	What color is the Pantone shade named "Love Symbol #2"?	Purple	Pink	Red	52935	55102	29248	A		
fca596ab-3551-4f58-a9d2-b446fb8977cb	7	Which Dr. Seuss character starred in only one book?	Bartholomew Cubbins	Marvin K. Mooney	Horton	12287	14182	26679	B		
fca596ab-3551-4f58-a9d2-b446fb8977cb	8	Which of these creatures has hairs known as vibrissae?	Manatee	Duck-billed platypus	Penguin	6699	5332	2806	A		
fca596ab-3551-4f58-a9d2-b446fb8977cb	9	The Times New Roman font is named for which newspaper?	Times of London	Financial Times	The New York Times	2584	1269	3016	A		
fca596ab-3551-4f58-a9d2-b446fb8977cb	10	Which of these cities has the largest bike share program?	Amsterdam	Paris	New York City	2050	389	260	B		
fca596ab-3551-4f58-a9d2-b446fb8977cb	11	Which MSNBC anchor attended high school with Lin-Manuel Miranda?	Chris Hayes	Rachel Maddow	Katy Tur	130	158	196	A		
fca596ab-3551-4f58-a9d2-b446fb8977cb	12	In "Meet the Parents", lyrics from which musical are recited during family grace?	Godspell	Jesus Christ Superstar	Les Misèrables	40	65	48	A		
b4b39ddf-fbca-42a9-9bbd-c5ac36b99f45	1	What cream is typically used to remove a beard or mustache?	Shaving cream	Sour cream	Krispy Kreme	905376	4000	1599	A		
b4b39ddf-fbca-42a9-9bbd-c5ac36b99f45	2	What is the very last car on a train often called?	New York Jets car	Train drain	Caboose	6789	25555	862851	C		
b4b39ddf-fbca-42a9-9bbd-c5ac36b99f45	3	Seurat's dots are closely associated with what art movement?	Precisionism	Pointillism	Minimalism	146675	477573	220058	B		
b4b39ddf-fbca-42a9-9bbd-c5ac36b99f45	4	Which of these is a Scandinavian term for "cosiness"?	Fika	Galling	Hygge	133094	78379	261867	C		
b4b39ddf-fbca-42a9-9bbd-c5ac36b99f45	5	What is the correct spelling of the name of the Oscar-nominated star of "Lady Bird"?	Saoirse Ronan	Sorasie Ronan	Sirshe Ronan	169439	51740	24642	A	TRUE	
